
[[[Mine
"1","Goodell","NR","Lomve","2019-03-16","2032-10-11"
"2","Solway","FW","Theyeriaki","2018-06-01","2027-03-24"
"3","Roundup","AY","Maal Slandscia","2018-08-24","2024-10-05"


[[[Mines
"2018-06-02","2","1","15370"
"2018-06-02","2","2","7001"
"2018-06-03","2","1","16273"
"2018-06-03","2","2","7436"
"2018-06-04","2","1","13423"
"2018-06-04","2","2","8422"
"2018-06-05","2","1","13043"
"2018-06-05","2","2","8499"
"2018-06-06","2","1","12446"
"2018-06-06","2","2","8228"
"2018-06-07","2","1","13168"
"2018-06-07","2","2","8554"
"2018-06-08","2","1","14418"
"2018-06-08","2","2","8907"
"2018-06-09","2","1","13115"
"2018-06-09","2","2","7836"
"2018-06-10","2","1","13392"
"2018-06-10","2","2","7434"
"2018-06-11","2","1","13716"
"2018-06-11","2","2","10182"
"2018-06-12","2","1","12064"
"2018-06-12","2","2","9286"
"2018-06-13","2","1","14791"
"2018-06-13","2","2","8519"
"2018-06-14","2","1","14823"
"2018-06-14","2","2","6250"
"2018-06-15","2","1","15086"
"2018-06-15","2","2","8595"
"2018-06-16","2","1","13495"
"2018-06-16","2","2","7401"
"2018-06-17","2","1","13107"
"2018-06-17","2","2","8781"
"2018-06-18","2","1","11590"
"2018-06-18","2","2","9054"
"2018-06-19","2","1","14330"
"2018-06-19","2","2","8432"
"2018-06-20","2","1","15087"
"2018-06-20","2","2","6420"
"2018-06-21","2","1","15952"
"2018-06-21","2","2","6594"
"2018-06-22","2","1","12209"
"2018-06-22","2","2","8428"
"2018-06-23","2","1","14656"
"2018-06-23","2","2","9245"
"2018-06-24","2","1","11669"
"2018-06-24","2","2","9097"
"2018-06-25","2","1","13550"
"2018-06-25","2","2","7865"
"2018-06-26","2","1","12174"
"2018-06-26","2","2","8945"
"2018-06-27","2","1","14711"
"2018-06-27","2","2","7148"
"2018-06-28","2","1","11490"
"2018-06-28","2","2","10414"
"2018-06-29","2","1","14917"
"2018-06-29","2","2","6459"
"2018-06-30","2","1","13498"
"2018-06-30","2","2","7622"
"2018-07-01","2","1","11158"
"2018-07-01","2","2","9598"
"2018-07-02","2","1","12422"
"2018-07-02","2","2","9067"
"2018-07-03","2","1","14930"
"2018-07-03","2","2","7512"
"2018-07-04","2","1","14453"
"2018-07-04","2","2","8395"
"2018-07-05","2","1","12471"
"2018-07-05","2","2","9286"
"2018-07-06","2","1","14799"
"2018-07-06","2","2","7907"
"2018-07-07","2","1","14457"
"2018-07-07","2","2","6220"
"2018-07-08","2","1","14127"
"2018-07-08","2","2","9278"
"2018-07-09","2","1","16261"
"2018-07-09","2","2","7531"
"2018-07-10","2","1","14856"
"2018-07-10","2","2","7851"
"2018-07-11","2","1","14750"
"2018-07-11","2","2","8304"
"2018-07-12","2","1","12200"
"2018-07-12","2","2","9014"
"2018-07-13","2","1","12123"
"2018-07-13","2","2","10842"
"2018-07-14","2","1","15007"
"2018-07-14","2","2","6085"
"2018-07-15","2","1","15864"
"2018-07-15","2","2","6962"
"2018-07-16","2","1","11404"
"2018-07-16","2","2","10379"
"2018-07-17","2","1","11730"
"2018-07-17","2","2","10889"
"2018-07-18","2","1","13824"
"2018-07-18","2","2","9072"
"2018-07-19","2","1","12379"
"2018-07-19","2","2","9870"
"2018-07-20","2","1","15003"
"2018-07-20","2","2","7800"
"2018-07-21","2","1","14748"
"2018-07-21","2","2","8047"
"2018-07-22","2","1","12654"
"2018-07-22","2","2","10050"
"2018-07-23","2","1","14466"
"2018-07-23","2","2","7110"
"2018-07-24","2","1","10809"
"2018-07-24","2","2","9874"
"2018-07-25","2","1","16119"
"2018-07-25","2","2","6960"
"2018-07-26","2","1","13852"
"2018-07-26","2","2","8535"
"2018-07-27","2","1","14869"
"2018-07-27","2","2","8617"
"2018-07-28","2","1","14628"
"2018-07-28","2","2","7898"
"2018-07-29","2","1","13113"
"2018-07-29","2","2","8561"
"2018-07-30","2","1","11567"
"2018-07-30","2","2","10732"
"2018-07-31","2","1","11894"
"2018-07-31","2","2","9329"
"2018-08-01","2","1","14058"
"2018-08-01","2","2","9788"
"2018-08-02","2","1","14592"
"2018-08-02","2","2","8832"
"2018-08-03","2","1","12807"
"2018-08-03","2","2","11076"
"2018-08-04","2","1","13808"
"2018-08-04","2","2","7355"
"2018-08-05","2","1","12588"
"2018-08-05","2","2","9112"
"2018-08-06","2","1","15937"
"2018-08-06","2","2","7752"
"2018-08-07","2","1","12636"
"2018-08-07","2","2","9641"
"2018-08-08","2","1","13965"
"2018-08-08","2","2","9748"
"2018-08-09","2","1","14401"
"2018-08-09","2","2","7048"
"2018-08-10","2","1","16026"
"2018-08-10","2","2","6977"
"2018-08-11","2","1","13795"
"2018-08-11","2","2","7083"
"2018-08-12","2","1","13743"
"2018-08-12","2","2","7206"
"2018-08-13","2","1","14663"
"2018-08-13","2","2","6014"
"2018-08-14","2","1","13258"
"2018-08-14","2","2","7715"
"2018-08-15","2","1","12554"
"2018-08-15","2","2","10015"
"2018-08-16","2","1","13617"
"2018-08-16","2","2","8477"
"2018-08-17","2","1","13771"
"2018-08-17","2","2","7047"
"2018-08-18","2","1","13186"
"2018-08-18","2","2","8093"
"2018-08-19","2","1","14554"
"2018-08-19","2","2","7044"
"2018-08-20","2","1","14298"
"2018-08-20","2","2","8436"
"2018-08-21","2","1","14311"
"2018-08-21","2","2","6617"
"2018-08-22","2","1","15455"
"2018-08-22","2","2","6248"
"2018-08-23","2","1","16003"
"2018-08-23","2","2","7160"
"2018-08-24","2","1","13863"
"2018-08-24","2","2","7054"
"2018-08-25","2","1","14018"
"2018-08-25","2","2","6932"
"2018-08-26","2","1","11793"
"2018-08-26","2","2","8920"
"2018-08-27","2","1","15777"
"2018-08-27","2","2","6956"
"2018-08-28","2","1","15045"
"2018-08-28","2","2","6702"
"2018-08-29","2","1","12729"
"2018-08-29","2","2","10956"
"2018-08-30","2","1","12066"
"2018-08-30","2","2","9333"
"2018-08-31","2","1","15286"
"2018-08-31","2","2","6466"
"2018-09-01","2","1","14492"
"2018-09-01","2","2","8823"
"2018-09-02","2","1","11678"
"2018-09-02","2","2","9935"
"2018-09-03","2","1","14307"
"2018-09-03","2","2","9178"
"2018-09-04","2","1","16060"
"2018-09-04","2","2","6835"
"2018-09-05","2","1","12518"
"2018-09-05","2","2","8850"
"2018-09-06","2","1","16645"
"2018-09-06","2","2","6846"
"2018-09-07","2","1","14553"
"2018-09-07","2","2","9108"
"2018-09-08","2","1","14779"
"2018-09-08","2","2","8317"
"2018-09-09","2","1","11141"
"2018-09-09","2","2","10372"
"2018-09-10","2","1","12489"
"2018-09-10","2","2","10494"
"2018-09-11","2","1","13967"
"2018-09-11","2","2","6557"
"2018-09-12","2","1","15379"
"2018-09-12","2","2","6173"
"2018-09-13","2","1","15465"
"2018-09-13","2","2","6712"
"2018-09-14","2","1","14073"
"2018-09-14","2","2","6936"
"2018-09-15","2","1","16804"
"2018-09-15","2","2","6838"
"2018-09-16","2","1","11961"
"2018-09-16","2","2","10315"
"2018-09-17","2","1","15031"
"2018-09-17","2","2","6431"
"2018-09-18","2","1","15443"
"2018-09-18","2","2","8327"
"2018-09-19","2","1","14510"
"2018-09-19","2","2","6339"
"2018-09-20","2","1","14382"
"2018-09-20","2","2","6580"
"2018-09-21","2","1","12448"
"2018-09-21","2","2","11246"
"2018-09-22","2","1","13235"
"2018-09-22","2","2","7754"
"2018-09-23","2","1","11941"
"2018-09-23","2","2","9472"
"2018-09-24","2","1","14880"
"2018-09-24","2","2","6230"
"2018-09-25","2","1","15031"
"2018-09-25","2","2","7001"
"2018-09-26","2","1","11241"
"2018-09-26","2","2","10188"
"2018-09-27","2","1","13324"
"2018-09-27","2","2","10404"
"2018-09-28","2","1","12066"
"2018-09-28","2","2","11046"
"2018-09-29","2","1","11436"
"2018-09-29","2","2","9572"
"2018-09-30","2","1","10941"
"2018-09-30","2","2","10059"
"2018-10-01","2","1","12375"
"2018-10-01","2","2","10375"
"2018-10-02","2","1","12454"
"2018-10-02","2","2","9353"
"2018-10-03","2","1","12272"
"2018-10-03","2","2","9321"
"2018-10-04","2","1","12986"
"2018-10-04","2","2","8763"
"2018-10-05","2","1","12752"
"2018-10-05","2","2","8350"
"2018-10-06","2","1","13384"
"2018-10-06","2","2","8956"
"2018-10-07","2","1","15489"
"2018-10-07","2","2","8067"
"2018-10-08","2","1","15287"
"2018-10-08","2","2","7195"
"2018-10-09","2","1","12625"
"2018-10-09","2","2","8285"
"2018-10-10","2","1","15641"
"2018-10-10","2","2","6297"
"2018-10-11","2","1","10755"
"2018-10-11","2","2","9898"
"2018-10-12","2","1","13716"
"2018-10-12","2","2","9206"
"2018-10-13","2","1","14270"
"2018-10-13","2","2","6762"
"2018-10-14","2","1","15008"
"2018-10-14","2","2","7424"
"2018-10-15","2","1","15473"
"2018-10-15","2","2","7520"
"2018-10-16","2","1","11459"
"2018-10-16","2","2","9519"
"2018-10-17","2","1","11741"
"2018-10-17","2","2","10140"
"2018-10-18","2","1","12137"
"2018-10-18","2","2","9666"
"2018-10-19","2","1","11173"
"2018-10-19","2","2","10144"
"2018-10-20","2","1","12964"
"2018-10-20","2","2","10592"
"2018-10-21","2","1","12757"
"2018-10-21","2","2","10027"
"2018-10-22","2","1","14859"
"2018-10-22","2","2","8010"
"2018-10-23","2","1","15517"
"2018-10-23","2","2","7794"
"2018-10-24","2","1","12648"
"2018-10-24","2","2","8157"
"2018-10-25","2","1","13158"
"2018-10-25","2","2","9561"
"2018-10-26","2","1","12744"
"2018-10-26","2","2","9917"
"2018-10-27","2","1","14550"
"2018-10-27","2","2","9174"
"2018-10-28","2","1","11335"
"2018-10-28","2","2","9466"
"2018-10-29","2","1","11491"
"2018-10-29","2","2","10516"
"2018-10-30","2","1","16552"
"2018-10-30","2","2","6706"
"2018-10-31","2","1","15137"
"2018-10-31","2","2","6085"
"2018-11-01","2","1","14621"
"2018-11-01","2","2","6890"
"2018-11-02","2","1","13567"
"2018-11-02","2","2","7176"
"2018-11-03","2","1","13462"
"2018-11-03","2","2","9577"
"2018-11-04","2","1","11386"
"2018-11-04","2","2","10325"
"2018-11-05","2","1","13970"
"2018-11-05","2","2","9976"
"2018-11-06","2","1","12998"
"2018-11-06","2","2","8207"
"2018-11-07","2","1","11565"
"2018-11-07","2","2","8995"
"2018-11-08","2","1","15090"
"2018-11-08","2","2","6146"
"2018-11-09","2","1","15654"
"2018-11-09","2","2","7787"
"2018-11-10","2","1","13235"
"2018-11-10","2","2","9054"
"2018-11-11","2","1","15615"
"2018-11-11","2","2","7349"
"2018-11-12","2","1","14438"
"2018-11-12","2","2","8907"
"2018-11-13","2","1","14384"
"2018-11-13","2","2","8040"
"2018-11-14","2","1","11622"
"2018-11-14","2","2","10744"
"2018-11-15","2","1","12377"
"2018-11-15","2","2","9916"
"2018-11-16","2","1","13102"
"2018-11-16","2","2","9465"
"2018-11-17","2","1","11481"
"2018-11-17","2","2","9863"
"2018-11-18","2","1","11803"
"2018-11-18","2","2","9460"
"2018-11-19","2","1","12681"
"2018-11-19","2","2","10453"
"2018-11-20","2","1","14927"
"2018-11-20","2","2","6080"
"2018-11-21","2","1","13016"
"2018-11-21","2","2","8946"
"2018-11-22","2","1","13947"
"2018-11-22","2","2","8350"
"2018-11-23","2","1","13591"
"2018-11-23","2","2","9732"
"2018-11-24","2","1","13177"
"2018-11-24","2","2","8587"
"2018-11-25","2","1","14672"
"2018-11-25","2","2","8758"
"2018-11-26","2","1","13975"
"2018-11-26","2","2","9360"
"2018-11-27","2","1","13711"
"2018-11-27","2","2","9213"
"2018-11-28","2","1","11377"
"2018-11-28","2","2","10613"
"2018-11-29","2","1","15327"
"2018-11-29","2","2","8042"
"2018-11-30","2","1","12360"
"2018-11-30","2","2","11565"
"2018-12-01","2","1","15200"
"2018-12-01","2","2","7092"
"2018-12-02","2","1","13166"
"2018-12-02","2","2","8795"
"2018-12-03","2","1","12237"
"2018-12-03","2","2","10887"
"2018-12-04","2","1","13541"
"2018-12-04","2","2","8493"
"2018-12-05","2","1","12596"
"2018-12-05","2","2","8525"
"2018-12-06","2","1","13753"
"2018-12-06","2","2","9016"
"2018-12-07","2","1","13531"
"2018-12-07","2","2","7702"
"2018-12-08","2","1","13613"
"2018-12-08","2","2","9124"
"2018-12-09","2","1","13702"
"2018-12-09","2","2","7581"
"2018-12-10","2","1","14186"
"2018-12-10","2","2","7956"
"2018-12-11","2","1","12559"
"2018-12-11","2","2","9549"
"2018-12-12","2","1","14353"
"2018-12-12","2","2","8929"
"2018-12-13","2","1","15428"
"2018-12-13","2","2","6723"
"2018-12-14","2","1","13641"
"2018-12-14","2","2","9933"
"2018-12-15","2","1","14235"
"2018-12-15","2","2","9155"
"2018-12-16","2","1","13287"
"2018-12-16","2","2","7800"
"2018-12-17","2","1","12330"
"2018-12-17","2","2","11069"
"2018-12-18","2","1","14934"
"2018-12-18","2","2","7611"
"2018-12-19","2","1","13609"
"2018-12-19","2","2","7068"
"2018-12-20","2","1","11929"
"2018-12-20","2","2","10545"
"2018-12-21","2","1","13498"
"2018-12-21","2","2","7630"
"2018-12-22","2","1","13948"
"2018-12-22","2","2","7840"
"2018-12-23","2","1","12825"
"2018-12-23","2","2","8399"
"2018-12-24","2","1","15563"
"2018-12-24","2","2","7908"
"2018-12-25","2","1","13513"
"2018-12-25","2","2","9822"
"2018-12-26","2","1","14099"
"2018-12-26","2","2","9805"
"2018-12-27","2","1","16002"
"2018-12-27","2","2","6514"
"2018-12-28","2","1","10958"
"2018-12-28","2","2","9833"
"2018-12-29","2","1","14287"
"2018-12-29","2","2","9304"
"2018-12-30","2","1","15104"
"2018-12-30","2","2","8523"
"2018-12-31","2","1","14154"
"2018-12-31","2","2","8316"
"2019-01-01","2","1","12354"
"2019-01-01","2","2","11398"
"2019-01-02","2","1","15147"
"2019-01-02","2","2","6165"
"2019-01-03","2","1","14606"
"2019-01-03","2","2","6941"
"2019-01-04","2","1","15132"
"2019-01-04","2","2","7596"
"2019-01-05","2","1","11657"
"2019-01-05","2","2","10420"
"2019-01-06","2","1","14157"
"2019-01-06","2","2","8219"
"2019-01-07","2","1","12499"
"2019-01-07","2","2","9965"
"2019-01-08","2","1","12253"
"2019-01-08","2","2","9921"
"2019-01-09","2","1","14813"
"2019-01-09","2","2","6155"
"2019-01-10","2","1","14968"
"2019-01-10","2","2","6019"
"2019-01-11","2","1","13935"
"2019-01-11","2","2","6650"
"2019-01-12","2","1","14705"
"2019-01-12","2","2","6544"
"2019-01-13","2","1","11844"
"2019-01-13","2","2","9589"
"2019-01-14","2","1","13648"
"2019-01-14","2","2","8449"
"2019-01-15","2","1","12468"
"2019-01-15","2","2","10494"
"2019-01-16","2","1","16112"
"2019-01-16","2","2","7216"
"2019-01-17","2","1","12862"
"2019-01-17","2","2","9314"
"2019-01-18","2","1","15991"
"2019-01-18","2","2","7380"
"2019-01-19","2","1","14469"
"2019-01-19","2","2","9073"
"2019-01-20","2","1","12346"
"2019-01-20","2","2","8426"
"2019-01-21","2","1","13362"
"2019-01-21","2","2","8310"
"2019-01-22","2","1","13486"
"2019-01-22","2","2","8365"
"2019-01-23","2","1","13109"
"2019-01-23","2","2","8587"
"2019-01-24","2","1","11469"
"2019-01-24","2","2","9892"
"2019-01-25","2","1","15709"
"2019-01-25","2","2","7944"
"2019-01-26","2","1","12824"
"2019-01-26","2","2","8031"
"2019-01-27","2","1","12570"
"2019-01-27","2","2","10887"
"2019-01-28","2","1","13768"
"2019-01-28","2","2","7490"
"2019-01-29","2","1","13731"
"2019-01-29","2","2","8358"
"2019-01-30","2","1","16697"
"2019-01-30","2","2","7139"
"2019-01-31","2","1","13827"
"2019-01-31","2","2","8117"
"2019-02-01","2","1","13542"
"2019-02-01","2","2","7862"
"2019-02-02","2","1","12986"
"2019-02-02","2","2","8851"
"2019-02-03","2","1","12832"
"2019-02-03","2","2","8622"
"2019-02-04","2","1","14967"
"2019-02-04","2","2","6535"
"2019-02-05","2","1","12283"
