
[[[Mine
"1","Fort Seneca","SG","Agas","2018-11-21","2029-02-08"
"2","Duluth","ON","Slandso","2019-02-13","2028-08-30"
"3","West Ocean City","QH","Narates Ngavia","2019-02-13","2031-08-12"


[[[Mines
"2018-11-22","1","1","3873"
"2018-11-22","1","2","3821"
"2018-11-23","1","1","3338"
"2018-11-23","1","2","6314"
"2018-11-24","1","1","4139"
"2018-11-24","1","2","4613"
"2018-11-25","1","1","2977"
"2018-11-25","1","2","4208"
"2018-11-26","1","1","3329"
"2018-11-26","1","2","4807"
"2018-11-27","1","1","3185"
"2018-11-27","1","2","6883"
"2018-11-28","1","1","2659"
"2018-11-28","1","2","4534"
"2018-11-29","1","1","4681"
"2018-11-29","1","2","5326"
"2018-11-30","1","1","2853"
"2018-11-30","1","2","4398"
"2018-12-01","1","1","4777"
"2018-12-01","1","2","4971"
"2018-12-02","1","1","4417"
"2018-12-02","1","2","4645"
"2018-12-03","1","1","3029"
"2018-12-03","1","2","6159"
"2018-12-04","1","1","4009"
"2018-12-04","1","2","6466"
"2018-12-05","1","1","3148"
"2018-12-05","1","2","5600"
"2018-12-06","1","1","4160"
"2018-12-06","1","2","4586"
"2018-12-07","1","1","4175"
"2018-12-07","1","2","5627"
"2018-12-08","1","1","3107"
"2018-12-08","1","2","4343"
"2018-12-09","1","1","4732"
"2018-12-09","1","2","4757"
"2018-12-10","1","1","4418"
"2018-12-10","1","2","5676"
"2018-12-11","1","1","3591"
"2018-12-11","1","2","7447"
"2018-12-12","1","1","3530"
"2018-12-12","1","2","4117"
"2018-12-13","1","1","3809"
"2018-12-13","1","2","6315"
"2018-12-14","1","1","4613"
"2018-12-14","1","2","5384"
"2018-12-15","1","1","4393"
"2018-12-15","1","2","5206"
"2018-12-16","1","1","4824"
"2018-12-16","1","2","5179"
"2018-12-17","1","1","2546"
"2018-12-17","1","2","4841"
"2018-12-18","1","1","4240"
"2018-12-18","1","2","4998"
"2018-12-19","1","1","3388"
"2018-12-19","1","2","4953"
"2018-12-20","1","1","3517"
"2018-12-20","1","2","3681"
"2018-12-21","1","1","3767"
"2018-12-21","1","2","6471"
"2018-12-22","1","1","4404"
"2018-12-22","1","2","5945"
"2018-12-23","1","1","5149"
"2018-12-23","1","2","5086"
"2018-12-24","1","1","4188"
"2018-12-24","1","2","4903"
"2018-12-25","1","1","3041"
"2018-12-25","1","2","5033"
"2018-12-26","1","1","5492"
"2018-12-26","1","2","5514"
"2018-12-27","1","1","2995"
"2018-12-27","1","2","6469"
"2018-12-28","1","1","3683"
"2018-12-28","1","2","4363"
"2018-12-29","1","1","4122"
"2018-12-29","1","2","4791"
"2018-12-30","1","1","3929"
"2018-12-30","1","2","5990"
"2018-12-31","1","1","3503"
"2018-12-31","1","2","4217"
"2019-01-01","1","1","4968"
"2019-01-01","1","2","5838"
"2019-01-02","1","1","4604"
"2019-01-02","1","2","4926"
"2019-01-03","1","1","3716"
"2019-01-03","1","2","6653"
"2019-01-04","1","1","3411"
"2019-01-04","1","2","6630"
"2019-01-05","1","1","4711"
"2019-01-05","1","2","5445"
"2019-01-06","1","1","3745"
"2019-01-06","1","2","4491"
"2019-01-07","1","1","2697"
"2019-01-07","1","2","4802"
"2019-01-08","1","1","5560"
"2019-01-08","1","2","5440"
"2019-01-09","1","1","2721"
"2019-01-09","1","2","4678"
"2019-01-10","1","1","2776"
"2019-01-10","1","2","5046"
"2019-01-11","1","1","3524"
"2019-01-11","1","2","7288"
"2019-01-12","1","1","4138"
"2019-01-12","1","2","4199"
"2019-01-13","1","1","3610"
"2019-01-13","1","2","5649"
"2019-01-14","1","1","3083"
"2019-01-14","1","2","5535"
"2019-01-15","1","1","3635"
"2019-01-15","1","2","6176"
"2019-01-16","1","1","3577"
"2019-01-16","1","2","6397"
"2019-01-17","1","1","3045"
"2019-01-17","1","2","5952"
"2019-01-18","1","1","3450"
"2019-01-18","1","2","3877"
"2019-01-19","1","1","3521"
"2019-01-19","1","2","7412"
"2019-01-20","1","1","5402"
"2019-01-20","1","2","5301"
"2019-01-21","1","1","4723"
"2019-01-21","1","2","6074"
"2019-01-22","1","1","4388"
"2019-01-22","1","2","5760"
"2019-01-23","1","1","3401"
"2019-01-23","1","2","5472"
"2019-01-24","1","1","5139"
"2019-01-24","1","2","5013"
"2019-01-25","1","1","3494"
"2019-01-25","1","2","5201"
"2019-01-26","1","1","2621"
"2019-01-26","1","2","4661"
"2019-01-27","1","1","3737"
"2019-01-27","1","2","5002"
"2019-01-28","1","1","3634"
"2019-01-28","1","2","6272"
"2019-01-29","1","1","4271"
"2019-01-29","1","2","5527"
"2019-01-30","1","1","4427"
"2019-01-30","1","2","4519"
"2019-01-31","1","1","4707"
"2019-01-31","1","2","5689"
"2019-02-01","1","1","3048"
"2019-02-01","1","2","5224"
"2019-02-02","1","1","3031"
"2019-02-02","1","2","5000"
"2019-02-03","1","1","3709"
"2019-02-03","1","2","4233"
"2019-02-04","1","1","2653"
"2019-02-04","1","2","4598"
"2019-02-05","1","1","4348"
"2019-02-05","1","2","5654"
"2019-02-06","1","1","3386"
"2019-02-06","1","2","3933"
"2019-02-07","1","1","3084"
"2019-02-07","1","2","5351"
"2019-02-08","1","1","2717"
"2019-02-08","1","2","4670"
"2019-02-09","1","1","2667"
"2019-02-09","1","2","5068"
"2019-02-10","1","1","2594"
"2019-02-10","1","2","5535"
"2019-02-11","1","1","3722"
"2019-02-11","1","2","6505"
"2019-02-12","1","1","4430"
"2019-02-12","1","2","4362"


[[[Factory
"1","51142 Selby Paddocks"
"2","735 Boston Paddocks"
"3","42373 Roebuck Highway"


[[[ShipOresTo
"2018-11-22","1","3","3905","1"
"2018-11-22","1","1","3905","2"
"2018-11-23","1","2","3320","1"
"2018-11-23","1","3","6510","2"
"2018-11-24","1","2","4163","1"
"2018-11-24","1","1","4468","2"
"2018-11-25","1","2","3041","1"
"2018-11-25","1","2","4130","2"
"2018-11-26","1","1","3368","1"
"2018-11-26","1","3","4648","2"
"2018-11-27","1","3","3108","1"
"2018-11-27","1","1","7050","2"
"2018-11-28","1","3","2652","1"
"2018-11-28","1","1","4641","2"
"2018-11-29","1","3","4748","1"
"2018-11-29","1","2","5245","2"
"2018-11-30","1","3","2939","1"
"2018-11-30","1","3","4445","2"
"2018-12-01","1","3","4706","1"
"2018-12-01","1","1","4935","2"
"2018-12-02","1","3","4243","1"
"2018-12-02","1","2","4779","2"
"2018-12-03","1","2","3053","1"
"2018-12-03","1","3","6329","2"
"2018-12-04","1","1","3899","1"
"2018-12-04","1","3","6682","2"
"2018-12-05","1","2","3107","1"
"2018-12-05","1","2","5638","2"
"2018-12-06","1","1","4281","1"
"2018-12-06","1","3","4461","2"
"2018-12-07","1","2","4059","1"
"2018-12-07","1","3","5604","2"
"2018-12-08","1","1","3076","1"
"2018-12-08","1","2","4403","2"
"2018-12-09","1","2","4841","1"
"2018-12-09","1","3","4806","2"
"2018-12-10","1","1","4547","1"
"2018-12-10","1","2","5655","2"
"2018-12-11","1","3","3610","1"
"2018-12-11","1","2","7653","2"
"2018-12-12","1","1","3452","1"
"2018-12-12","1","2","4212","2"
"2018-12-13","1","2","3815","1"
"2018-12-13","1","3","6361","2"
"2018-12-14","1","3","4592","1"
"2018-12-14","1","2","5458","2"
"2018-12-15","1","2","4363","1"
"2018-12-15","1","1","5292","2"
"2018-12-16","1","1","4781","1"
"2018-12-16","1","3","5294","2"
"2018-12-17","1","3","2594","1"
"2018-12-17","1","2","4908","2"
"2018-12-18","1","1","4322","1"
"2018-12-18","1","2","4953","2"
"2018-12-19","1","1","3394","1"
"2018-12-19","1","2","4903","2"
"2018-12-20","1","2","3630","1"
"2018-12-20","1","1","3623","2"
"2018-12-21","1","3","3840","1"
"2018-12-21","1","1","6441","2"
"2018-12-22","1","3","4440","1"
"2018-12-22","1","1","5794","2"
"2018-12-23","1","2","5041","1"
"2018-12-23","1","3","5095","2"
"2018-12-24","1","1","4337","1"
"2018-12-24","1","3","4761","2"
"2018-12-25","1","1","2968","1"
"2018-12-25","1","3","5102","2"
"2018-12-26","1","3","5487","1"
"2018-12-26","1","1","5299","2"
"2018-12-27","1","2","3008","1"
"2018-12-27","1","1","6353","2"
"2018-12-28","1","2","3572","1"
"2018-12-28","1","2","4365","2"
"2018-12-29","1","2","4088","1"
"2018-12-29","1","1","4708","2"
"2018-12-30","1","3","3960","1"
"2018-12-30","1","2","6018","2"
"2018-12-31","1","1","3380","1"
"2018-12-31","1","3","4011","2"
"2019-01-01","1","1","4981","1"
"2019-01-01","1","2","5793","2"
"2019-01-02","1","1","4598","1"
"2019-01-02","1","1","4858","2"
"2019-01-03","1","3","3781","1"
"2019-01-03","1","3","6380","2"
"2019-01-04","1","3","3523","1"
"2019-01-04","1","3","6704","2"
"2019-01-05","1","3","4580","1"
"2019-01-05","1","1","5264","2"
"2019-01-06","1","3","3880","1"
"2019-01-06","1","1","4602","2"
"2019-01-07","1","3","2674","1"
"2019-01-07","1","2","4800","2"
"2019-01-08","1","1","5559","1"
"2019-01-08","1","2","5337","2"
"2019-01-09","1","2","2645","1"
"2019-01-09","1","1","4609","2"
"2019-01-10","1","1","2698","1"
"2019-01-10","1","1","4940","2"
"2019-01-11","1","1","3659","1"
"2019-01-11","1","1","7349","2"
"2019-01-12","1","1","4060","1"
"2019-01-12","1","3","4335","2"
"2019-01-13","1","1","3467","1"
"2019-01-13","1","3","5792","2"
"2019-01-14","1","2","3103","1"
"2019-01-14","1","2","5440","2"
"2019-01-15","1","1","3678","1"
"2019-01-15","1","2","6104","2"
"2019-01-16","1","1","3677","1"
"2019-01-16","1","3","6410","2"
"2019-01-17","1","2","3067","1"
"2019-01-17","1","2","5951","2"
"2019-01-18","1","3","3400","1"
"2019-01-18","1","2","3840","2"
"2019-01-19","1","1","3531","1"
"2019-01-19","1","1","7572","2"
"2019-01-20","1","1","5585","1"
"2019-01-20","1","2","5443","2"
"2019-01-21","1","1","4743","1"
"2019-01-21","1","3","5956","2"
"2019-01-22","1","3","4293","1"
"2019-01-22","1","2","5667","2"
"2019-01-23","1","3","3478","1"
"2019-01-23","1","3","5246","2"
"2019-01-24","1","3","5164","1"
"2019-01-24","1","1","4974","2"
"2019-01-25","1","2","3498","1"
"2019-01-25","1","3","5185","2"
"2019-01-26","1","2","2621","1"
"2019-01-26","1","3","4788","2"
"2019-01-27","1","1","3737","1"
"2019-01-27","1","2","4974","2"
"2019-01-28","1","1","3574","1"
"2019-01-28","1","2","6399","2"
"2019-01-29","1","3","4214","1"
"2019-01-29","1","2","5673","2"
"2019-01-30","1","3","4557","1"
"2019-01-30","1","2","4432","2"
"2019-01-31","1","3","4802","1"
"2019-01-31","1","2","5617","2"
"2019-02-01","1","2","3093","1"
"2019-02-01","1","1","5236","2"
"2019-02-02","1","1","3106","1"
"2019-02-02","1","2","4991","2"
"2019-02-03","1","3","3627","1"
"2019-02-03","1","2","4220","2"
"2019-02-04","1","1","2710","1"
"2019-02-04","1","3","4581","2"
"2019-02-05","1","2","4291","1"
"2019-02-05","1","3","5732","2"
"2019-02-06","1","1","3473","1"
"2019-02-06","1","1","3768","2"
"2019-02-07","1","3","3002","1"
"2019-02-07","1","2","5605","2"
"2019-02-08","1","3","2737","1"
"2019-02-08","1","1","4692","2"
"2019-02-09","1","3","2564","1"
"2019-02-09","1","3","5027","2"
"2019-02-10","1","1","2498","1"
"2019-02-10","1","2","5523","2"
"2019-02-11","1","2","3754","1"
"2019-02-11","1","2","6765","2"
"2019-02-12","1","3","4479","1"
"2019-02-12","1","3","4416","2"


